sub,emotion,X1,Y1,RT,study
240,aroused,0,203,3.749,study4b
240,sad,-222,-3,3.577,study4b
240,quiet,3,-225,4.856,study4b
240,nervous,2,170,3.145,study4b
240,annoyed,-216,-1,3.251,study4b
240,neutral,0,1,5.816,study4b
240,enthusiastic,3,112,3.391,study4b
240,sluggish,1,-159,3.652,study4b
240,happy,207,-2,2.647,study4b
240,calm,-1,-184,4.009,study4b
240,peppy,-1,159,2.667,study4b
240,sleepy,1,-231,3.907,study4b
240,disappointed,-180,-2,4.519,study4b
240,still,-1,-42,4.926,study4b
240,afraid,-109,1,5.522,study4b
240,disgusted,-236,1,3.806,study4b
241,annoyed,-163,164,21.164,study4b
241,calm,208,-76,6.973,study4b
241,still,16,-2,6.831,study4b
241,angry,-240,226,5.284,study4b
241,disgusted,-122,115,5.249,study4b
241,neutral,1,0,4.592,study4b
241,relaxed,224,-236,11.618,study4b
241,enthusiastic,219,104,7.807,study4b
241,sad,-227,54,5.333,study4b
241,happy,229,120,4.268,study4b
241,surprised,1,125,13.775,study4b
241,disappointed,-168,-47,8.577,study4b
241,satisfied,179,43,6.359,study4b
241,sleepy,85,-236,6.137,study4b
241,afraid,-214,234,5.156,study4b
241,sluggish,-166,-78,5.576,study4b
241,nervous,-171,171,4.928,study4b
241,peppy,82,167,4.9,study4b
241,aroused,0,247,6.56,study4b
241,quiet,2,-181,6.958,study4b
242,nervous,-236,128,8.395,study4b
242,happy,217,171,5.747,study4b
242,annoyed,-155,114,9.657,study4b
242,sleepy,-55,-172,6.359,study4b
242,angry,-156,99,6.196,study4b
242,sluggish,-86,-238,8.199,study4b
242,enthusiastic,147,150,8.246,study4b
242,calm,1,-12,8.378,study4b
242,still,-5,-54,6.884,study4b
242,peppy,1,44,4.476,study4b
242,surprised,127,70,9.795,study4b
242,quiet,-2,-1,4.044,study4b
242,satisfied,67,2,5.042,study4b
242,sad,-151,-45,4.688,study4b
242,neutral,0,-1,4.264,study4b
242,disgusted,-164,10,6.626,study4b
242,relaxed,112,-50,5.674,study4b
242,aroused,95,126,6.385,study4b
242,disappointed,-177,38,6.147,study4b
242,afraid,-225,212,5.859,study4b
243,afraid,-121,120,23.282,study4b
243,sleepy,37,-220,8.54,study4b
243,relaxed,141,-164,7.284,study4b
243,calm,166,-169,4.948,study4b
243,disappointed,-156,-177,4.243,study4b
243,annoyed,-157,183,5.825,study4b
243,quiet,25,-231,7.311,study4b
243,angry,-192,58,5.996,study4b
243,sad,-39,-216,5.495,study4b
243,happy,124,206,3.429,study4b
243,satisfied,179,115,2.585,study4b
243,aroused,5,8,10.121,study4b
243,still,49,-54,10.414,study4b
243,enthusiastic,114,94,2.456,study4b
243,nervous,-122,92,6.153,study4b
243,sluggish,-53,-130,4.273,study4b
243,surprised,43,202,4.939,study4b
243,peppy,66,166,3.412,study4b
243,disgusted,-232,-16,14.141,study4b
243,neutral,-2,7,2.918,study4b
244,aroused,24,243,9.97,study4b
244,satisfied,241,22,5.997,study4b
244,peppy,222,225,2.897,study4b
244,angry,-196,184,4.337,study4b
244,surprised,0,242,6.643,study4b
244,sluggish,-110,-239,4.176,study4b
244,calm,104,-242,4.689,study4b
244,sad,-196,-90,4.679,study4b
244,annoyed,-195,122,3.565,study4b
244,enthusiastic,215,232,3.853,study4b
244,sleepy,-2,-247,6.55,study4b
244,quiet,-2,-250,5.263,study4b
244,relaxed,157,-132,3.905,study4b
244,still,1,-245,19.578,study4b
244,happy,176,70,5.743,study4b
244,nervous,-225,209,5.049,study4b
244,disappointed,-242,2,3.936,study4b
244,disgusted,-226,82,2.459,study4b
244,afraid,-205,219,3.583,study4b
244,neutral,-1,-1,2.494,study4b
245,disgusted,-219,-228,7.814,study4b
245,angry,-233,232,7.057,study4b
245,enthusiastic,233,224,4.255,study4b
245,neutral,-4,1,4.76,study4b
245,happy,228,114,9.024,study4b
245,calm,200,-147,7.655,study4b
245,peppy,203,130,3.971,study4b
245,annoyed,-229,116,5.554,study4b
245,satisfied,237,-1,5.5,study4b
245,afraid,-227,164,5.153,study4b
245,still,202,-207,6.623,study4b
245,aroused,214,227,4.337,study4b
245,sad,-216,-220,3.878,study4b
245,nervous,-219,192,4.425,study4b
245,surprised,213,147,4.542,study4b
245,sleepy,222,-224,4.129,study4b
245,sluggish,-223,-225,6.143,study4b
245,disappointed,-219,-117,5.854,study4b
245,relaxed,217,-224,3.948,study4b
245,quiet,220,-224,3.623,study4b
246,sluggish,3,-20,8.29,study4b
246,satisfied,1,81,7.151,study4b
246,enthusiastic,1,134,5.949,study4b
246,neutral,-2,-3,3.64,study4b
246,sleepy,1,-158,7.063,study4b
246,relaxed,241,0,10.638,study4b
246,quiet,108,-100,8.24,study4b
246,still,3,-1,4.474,study4b
246,surprised,1,108,7.771,study4b
246,sad,-118,-115,8.475,study4b
246,happy,130,133,3.941,study4b
246,nervous,2,1,10.747,study4b
246,peppy,80,67,8.892,study4b
246,angry,-118,28,6.064,study4b
246,annoyed,-68,57,12.02,study4b
246,disgusted,-131,72,2.453,study4b
246,disappointed,-163,-36,3.293,study4b
246,calm,64,11,4.699,study4b
246,afraid,-215,210,4.509,study4b
246,aroused,1,246,8.423,study4b
247,angry,-219,-202,15,study4b
247,sluggish,-146,-163,12.788,study4b
247,still,13,-217,15.496,study4b
247,nervous,-59,177,10.728,study4b
247,annoyed,-87,107,10.366,study4b
247,quiet,107,-170,9.2,study4b
247,disgusted,-184,102,9.616,study4b
247,happy,201,163,7.81,study4b
247,neutral,1,1,6.494,study4b
247,enthusiastic,231,161,8.502,study4b
247,disappointed,-138,-139,8.861,study4b
247,relaxed,210,-138,9.855,study4b
247,aroused,123,197,8.307,study4b
247,peppy,197,202,4.531,study4b
247,afraid,-194,155,7.406,study4b
247,satisfied,194,-21,6.763,study4b
247,surprised,98,172,5.005,study4b
247,calm,189,-196,6.201,study4b
247,sleepy,112,-213,9.433,study4b
247,sad,-192,-196,5.579,study4b
248,happy,126,148,6.921,study4b
248,quiet,31,-150,8.612,study4b
248,peppy,69,141,6.896,study4b
248,annoyed,-42,-53,4.613,study4b
248,disgusted,-168,-160,2.703,study4b
248,relaxed,6,2,6.834,study4b
248,afraid,-221,226,7.305,study4b
248,nervous,-89,65,5.163,study4b
248,neutral,0,1,4.021,study4b
248,sluggish,36,-67,5.565,study4b
248,satisfied,64,54,4.158,study4b
248,surprised,-26,156,6.283,study4b
248,still,47,-242,16.275,study4b
248,enthusiastic,9,235,7.623,study4b
248,sleepy,1,-215,7.756,study4b
248,calm,119,1,6.897,study4b
248,disappointed,-154,-37,6.879,study4b
248,sad,-122,-41,3.499,study4b
248,angry,-131,154,2.553,study4b
248,aroused,1,242,5.99,study4b
249,afraid,-204,204,11.17,study4b
249,surprised,46,194,4.624,study4b
249,happy,188,207,5.462,study4b
249,sad,-185,-161,3.488,study4b
249,peppy,57,218,6.615,study4b
249,nervous,-110,239,8.663,study4b
249,annoyed,-119,144,4.291,study4b
249,disgusted,-187,151,5.385,study4b
249,sluggish,-44,-117,4.572,study4b
249,enthusiastic,153,148,4.435,study4b
249,aroused,219,136,9.766,study4b
249,neutral,0,4,8.55,study4b
249,relaxed,70,-70,4.095,study4b
249,angry,-215,229,5.838,study4b
249,sleepy,65,-176,4.107,study4b
249,still,2,-2,6.616,study4b
249,disappointed,-65,-88,6.041,study4b
249,quiet,3,-68,9.052,study4b
249,calm,143,-156,5.039,study4b
249,satisfied,65,74,3.1,study4b
250,sluggish,1,123,17.613,study4b
250,sleepy,42,2,5.866,study4b
250,surprised,5,-69,4.975,study4b
250,disappointed,37,-124,3.077,study4b
250,relaxed,1,-2,5.564,study4b
250,disgusted,-173,0,5.838,study4b
250,happy,234,228,6.971,study4b
250,nervous,-240,-234,9.356,study4b
250,sad,-197,-42,4.637,study4b
250,still,-22,13,4.979,study4b
250,angry,-164,-2,4.879,study4b
250,annoyed,-79,-48,5.377,study4b
250,satisfied,117,15,5.122,study4b
250,peppy,36,37,3.46,study4b
250,calm,26,48,3.201,study4b
250,afraid,67,-98,3.063,study4b
250,neutral,5,-1,6.081,study4b
250,quiet,23,-75,4.147,study4b
250,enthusiastic,-43,127,3.605,study4b
250,aroused,-30,-62,4.473,study4b
251,peppy,231,139,10.36,study4b
251,happy,224,80,4.883,study4b
251,sleepy,69,-150,4.579,study4b
251,disgusted,-216,206,5.775,study4b
251,relaxed,234,-230,4.282,study4b
251,nervous,-142,143,5.556,study4b
251,afraid,-227,226,3.574,study4b
251,annoyed,-96,70,5.994,study4b
251,quiet,142,-181,4.585,study4b
251,neutral,2,1,3.827,study4b
251,angry,-212,196,3.641,study4b
251,enthusiastic,211,193,3.527,study4b
251,calm,228,-225,3.729,study4b
251,surprised,0,206,4.266,study4b
251,still,2,-214,6.212,study4b
251,aroused,3,231,3.335,study4b
251,sad,-193,-15,5.575,study4b
251,sluggish,3,-210,9.919,study4b
251,disappointed,-87,34,4.947,study4b
251,satisfied,149,0,4.949,study4b
252,calm,244,2,11.087,study4b
252,disgusted,-244,-149,5.777,study4b
252,enthusiastic,246,180,3.281,study4b
252,relaxed,246,50,4.608,study4b
252,annoyed,-248,-53,5.404,study4b
252,happy,247,247,3.977,study4b
252,afraid,-249,-248,5.001,study4b
252,peppy,244,47,3.31,study4b
252,satisfied,248,248,3.985,study4b
252,sluggish,-249,-30,3.72,study4b
252,sad,-250,-247,3.417,study4b
252,quiet,249,-22,12.582,study4b
252,surprised,2,134,14.188,study4b
252,disappointed,-20,-107,9.262,study4b
252,sleepy,157,-180,6.809,study4b
252,neutral,1,0,6.627,study4b
252,aroused,249,246,6.92,study4b
252,still,0,1,3.618,study4b
252,angry,-247,62,7.079,study4b
252,nervous,-245,107,5.725,study4b
253,happy,139,172,6.507,study4b
253,aroused,16,219,5.606,study4b
253,neutral,-1,-1,3.034,study4b
253,nervous,-85,47,6.637,study4b
253,afraid,-197,187,4.733,study4b
253,sluggish,-30,-164,4.97,study4b
253,relaxed,200,-231,9.769,study4b
253,sad,-209,-182,4.143,study4b
253,calm,2,-235,5.742,study4b
253,sleepy,-8,-77,7.841,study4b
253,peppy,0,75,3.244,study4b
253,surprised,47,133,3.878,study4b
253,annoyed,-66,23,4.946,study4b
253,still,0,-1,4.712,study4b
253,angry,-224,226,4.543,study4b
253,disappointed,-209,-199,4.855,study4b
253,satisfied,194,-52,5.288,study4b
253,disgusted,-214,-4,7.931,study4b
253,enthusiastic,156,160,8.311,study4b
253,quiet,-1,-109,8.105,study4b
254,nervous,-70,67,15.64,study4b
254,surprised,1,161,6.313,study4b
254,still,0,-106,10.378,study4b
254,sad,-107,49,8.481,study4b
254,happy,130,101,3.729,study4b
254,annoyed,-77,92,4.679,study4b
254,afraid,-97,179,7.449,study4b
254,sluggish,-35,-138,10.804,study4b
254,peppy,44,171,4.192,study4b
254,disappointed,-64,1,6.671,study4b
254,angry,-111,147,5.413,study4b
254,disgusted,-109,145,4.162,study4b
254,aroused,88,112,8.154,study4b
254,quiet,-2,-171,7.298,study4b
254,neutral,0,1,7.008,study4b
254,satisfied,47,0,5.951,study4b
254,relaxed,-1,-36,6.264,study4b
254,enthusiastic,49,111,5.446,study4b
254,sleepy,3,-129,4.007,study4b
254,calm,3,-42,5.487,study4b
255,enthusiastic,233,237,9.283,study4b
255,still,1,-233,5.731,study4b
255,surprised,237,233,4.275,study4b
255,disgusted,-232,168,9.319,study4b
255,sad,-231,-240,4.602,study4b
255,peppy,231,169,6.147,study4b
255,calm,0,1,4.979,study4b
255,angry,-223,144,6.25,study4b
255,nervous,2,227,9.763,study4b
255,sleepy,25,-246,5.844,study4b
255,happy,244,9,5.338,study4b
255,aroused,0,246,4.335,study4b
255,quiet,0,-246,7.484,study4b
255,annoyed,-244,1,7.749,study4b
255,sluggish,-28,-244,6.324,study4b
255,afraid,-121,86,8.099,study4b
255,satisfied,244,-1,5.48,study4b
255,disappointed,-246,-3,3.807,study4b
255,neutral,1,1,3.981,study4b
255,relaxed,128,-248,7.963,study4b
256,surprised,29,156,12.98,study4b
256,happy,212,58,6.967,study4b
256,sad,-214,-117,7.289,study4b
256,relaxed,174,-168,8.065,study4b
256,sluggish,-15,-193,6.99,study4b
256,satisfied,128,-10,9.699,study4b
256,quiet,1,-65,8.796,study4b
256,nervous,-224,231,7.045,study4b
256,aroused,2,235,7.991,study4b
256,annoyed,-208,110,5.487,study4b
256,calm,208,-165,8.6,study4b
256,disappointed,-173,-37,5.352,study4b
256,sleepy,1,-213,4.265,study4b
256,peppy,51,210,4.659,study4b
256,neutral,2,1,4.107,study4b
256,afraid,-221,209,5.425,study4b
256,disgusted,-216,112,6.417,study4b
256,still,2,-1,8.76,study4b
256,enthusiastic,153,198,3.703,study4b
256,angry,-231,217,5.885,study4b
257,annoyed,-212,2,11.31,study4b
257,relaxed,234,-4,3.527,study4b
257,aroused,2,230,3.882,study4b
257,sleepy,0,-244,3.254,study4b
257,calm,8,-240,20.633,study4b
257,quiet,2,-240,2.866,study4b
257,happy,236,-10,2.091,study4b
257,angry,-226,0,2.888,study4b
257,sad,-116,0,4.676,study4b
257,surprised,4,234,3.553,study4b
257,peppy,8,244,3.583,study4b
257,neutral,2,2,3.619,study4b
257,disappointed,-136,-2,2.921,study4b
257,satisfied,168,6,2.323,study4b
257,nervous,4,2,3.24,study4b
257,still,0,2,3.178,study4b
257,enthusiastic,2,246,2.351,study4b
257,disgusted,-90,0,3.176,study4b
257,sluggish,2,-196,3.412,study4b
257,afraid,-120,0,3.577,study4b
258,still,16,-164,12.602,study4b
258,quiet,111,-214,8.566,study4b
258,aroused,39,181,7.545,study4b
258,sleepy,110,-183,5.858,study4b
258,enthusiastic,203,99,4.834,study4b
258,annoyed,-147,33,5.854,study4b
258,satisfied,195,20,5.63,study4b
258,peppy,16,145,7.502,study4b
258,angry,-83,190,4.758,study4b
258,surprised,7,119,7.329,study4b
258,sad,-117,-124,5.532,study4b
258,happy,140,55,7.059,study4b
258,relaxed,210,-64,5.089,study4b
258,nervous,-68,126,4.036,study4b
258,calm,139,-138,5.144,study4b
258,disappointed,-153,-72,17.606,study4b
258,afraid,-88,172,8.655,study4b
258,disgusted,-122,34,5.064,study4b
258,neutral,3,2,5.296,study4b
258,sluggish,-31,-204,4.954,study4b
259,relaxed,59,49,5.482,study4b
259,quiet,234,23,4.295,study4b
259,nervous,-27,-52,3.994,study4b
259,calm,70,53,2.28,study4b
259,sleepy,113,-68,6.836,study4b
259,disgusted,-230,99,4.378,study4b
259,enthusiastic,178,142,7.202,study4b
259,satisfied,209,227,5.994,study4b
259,happy,194,196,2.681,study4b
259,peppy,41,92,2.112,study4b
259,sad,-130,-66,2.403,study4b
259,afraid,-119,153,2.673,study4b
259,aroused,5,243,4.952,study4b
259,sluggish,-1,-35,2.967,study4b
259,neutral,-2,-1,4.034,study4b
259,surprised,128,124,4.711,study4b
259,angry,-86,216,7.594,study4b
259,disappointed,-109,122,28.597,study4b
259,still,101,-138,6.368,study4b
259,annoyed,-126,223,8.588,study4b
260,still,-1,2,13.58,study4b
260,calm,2,0,9.462,study4b
260,happy,230,60,11.039,study4b
260,quiet,-1,17,13.531,study4b
260,annoyed,-222,221,5.041,study4b
260,angry,-238,231,4.368,study4b
260,afraid,-245,244,7.241,study4b
260,relaxed,234,-239,7.312,study4b
260,sad,-226,-38,6.488,study4b
260,nervous,-128,231,9.805,study4b
260,enthusiastic,202,227,7.319,study4b
260,disappointed,-238,-81,6.564,study4b
260,surprised,0,239,4.63,study4b
260,aroused,0,246,5.896,study4b
260,disgusted,-239,145,5.703,study4b
260,sluggish,-242,-237,6.358,study4b
260,sleepy,-1,-241,4.076,study4b
260,neutral,1,0,4.459,study4b
260,satisfied,218,-220,5.74,study4b
260,peppy,61,104,5.243,study4b
261,relaxed,245,-243,22.901,study4b
261,angry,-242,226,9.526,study4b
261,sluggish,-229,-242,8.434,study4b
261,sad,-116,-247,8.933,study4b
261,peppy,208,215,10.708,study4b
261,happy,242,210,5.326,study4b
261,disgusted,-184,-162,5,study4b
261,enthusiastic,185,188,4.364,study4b
261,satisfied,133,194,3.025,study4b
261,neutral,1,1,4.67,study4b
261,still,2,-245,10.587,study4b
261,sleepy,-53,-218,11.216,study4b
261,nervous,-99,-186,4.712,study4b
261,surprised,65,46,6.594,study4b
261,annoyed,-160,112,3.152,study4b
261,calm,246,-249,6.108,study4b
261,afraid,-179,-118,3.236,study4b
261,aroused,38,246,9.081,study4b
261,disappointed,-194,-218,3.767,study4b
261,quiet,1,-245,7.408,study4b
262,annoyed,-145,-91,18.616,study4b
262,aroused,19,186,4.289,study4b
262,quiet,7,-119,8.686,study4b
262,angry,-69,102,5.298,study4b
262,sluggish,-48,-155,3.354,study4b
262,peppy,7,79,4.169,study4b
262,afraid,-4,-39,5.197,study4b
262,satisfied,2,41,4.601,study4b
262,enthusiastic,10,49,5.891,study4b
262,relaxed,-1,-70,5.054,study4b
262,neutral,-1,-3,3.157,study4b
262,surprised,65,26,4.942,study4b
262,still,-1,-1,2.739,study4b
262,happy,76,79,6.464,study4b
262,sleepy,-1,-153,4.991,study4b
262,sad,-229,-3,4.974,study4b
262,disgusted,1,-111,5.197,study4b
262,calm,-1,-1,2.203,study4b
262,disappointed,-97,-4,4.816,study4b
262,nervous,-30,46,6.695,study4b
263,sad,-228,4,6.954,study4b
263,happy,231,-5,3.437,study4b
263,annoyed,-73,36,18.709,study4b
263,neutral,-4,-5,9.025,study4b
263,peppy,2,227,6.171,study4b
263,disappointed,-40,34,10.347,study4b
263,aroused,2,226,2.705,study4b
263,enthusiastic,108,149,7.763,study4b
263,afraid,-174,194,4.633,study4b
263,calm,6,-4,3.894,study4b
263,surprised,130,184,5.073,study4b
263,sleepy,6,-209,4.707,study4b
263,sluggish,9,-106,3.023,study4b
263,disgusted,-51,85,12.913,study4b
263,satisfied,206,123,8.884,study4b
263,nervous,-192,187,4.753,study4b
263,quiet,1,-5,3.036,study4b
263,relaxed,112,-140,5.89,study4b
263,still,4,-158,6.586,study4b
263,angry,-193,138,7.976,study4b
264,aroused,174,225,33.997,study4b
264,happy,210,1,10.793,study4b
264,enthusiastic,199,93,6.522,study4b
264,sleepy,4,-205,6.261,study4b
264,disappointed,-208,0,5.601,study4b
264,relaxed,1,0,14.405,study4b
264,peppy,186,76,4.447,study4b
264,sluggish,-106,-101,3.767,study4b
264,sad,-171,-25,6.336,study4b
264,nervous,-7,-64,7.89,study4b
264,calm,0,-2,3.296,study4b
264,annoyed,-143,-197,27.299,study4b
264,angry,-159,-54,4.049,study4b
264,still,0,-2,2.799,study4b
264,satisfied,149,32,3.429,study4b
264,quiet,3,1,2.696,study4b
264,neutral,3,1,3.204,study4b
264,surprised,64,-4,9.403,study4b
264,afraid,-87,0,5.766,study4b
264,disgusted,-153,-180,4.829,study4b
265,neutral,0,-1,7.194,study4b
265,relaxed,117,-82,12.028,study4b
265,satisfied,210,1,8.457,study4b
265,annoyed,-219,83,6.881,study4b
265,enthusiastic,204,187,6.116,study4b
265,angry,-230,207,6.371,study4b
265,calm,28,-31,10.764,study4b
265,quiet,0,-55,7.609,study4b
265,sad,-67,-48,8.114,study4b
265,sluggish,0,-141,5.643,study4b
265,afraid,-42,118,10.278,study4b
265,peppy,45,123,6.294,study4b
265,happy,107,41,5.837,study4b
265,disgusted,-204,41,6.673,study4b
265,disappointed,-198,-41,6.193,study4b
265,still,-1,-41,8.163,study4b
265,sleepy,-1,-195,3.873,study4b
265,surprised,0,195,4.572,study4b
265,aroused,-37,180,6.62,study4b
265,nervous,1,125,9.144,study4b
266,enthusiastic,199,180,7.713,study4b
266,relaxed,131,-85,6.126,study4b
266,aroused,170,238,4.07,study4b
266,afraid,-158,203,4.254,study4b
266,nervous,-23,-28,3.754,study4b
266,sleepy,194,-223,4.85,study4b
266,still,59,-184,4.901,study4b
266,quiet,37,-229,6.125,study4b
266,sluggish,-74,-216,2.81,study4b
266,sad,-125,-90,3.786,study4b
266,calm,175,-232,4.28,study4b
266,disgusted,-180,76,3.681,study4b
266,disappointed,-149,99,2.857,study4b
266,surprised,138,128,2.26,study4b
266,annoyed,-116,119,4.024,study4b
266,happy,194,166,2.777,study4b
266,neutral,1,0,3.791,study4b
266,peppy,129,89,7.678,study4b
266,angry,-145,62,2.053,study4b
266,satisfied,168,-132,3.533,study4b
267,satisfied,205,17,8.829,study4b
267,calm,86,6,12.09,study4b
267,disappointed,-156,-43,6.3,study4b
267,enthusiastic,151,145,4.84,study4b
267,afraid,-199,-25,4.252,study4b
267,nervous,-176,27,6.67,study4b
267,angry,-158,204,4.965,study4b
267,surprised,-2,123,7.689,study4b
267,sleepy,-9,-169,9.372,study4b
267,neutral,-1,-1,4.96,study4b
267,peppy,84,155,10.842,study4b
267,relaxed,172,-180,6.996,study4b
267,annoyed,-101,-94,6.368,study4b
267,disgusted,-176,-70,11.14,study4b
267,sad,-190,-27,4.601,study4b
267,still,49,-2,7.606,study4b
267,sluggish,-22,-68,7.102,study4b
267,happy,157,138,6.066,study4b
267,quiet,138,16,6.568,study4b
267,aroused,26,184,8.835,study4b
268,angry,-119,97,10.687,study4b
268,neutral,1,0,7.925,study4b
268,peppy,59,150,6.906,study4b
268,calm,138,-168,5.607,study4b
268,annoyed,-148,35,7.167,study4b
268,happy,201,94,6.159,study4b
268,disappointed,-124,-47,6.921,study4b
268,satisfied,141,34,7.293,study4b
268,sleepy,40,-187,4.489,study4b
268,still,11,-11,6.262,study4b
268,disgusted,-125,11,6.27,study4b
268,enthusiastic,37,139,3.956,study4b
268,afraid,-147,136,6.989,study4b
268,sluggish,-53,-161,9.369,study4b
268,surprised,55,182,6.505,study4b
268,sad,-158,26,5.194,study4b
268,nervous,-56,166,10.712,study4b
268,relaxed,115,-104,12.169,study4b
268,aroused,0,172,6.137,study4b
268,quiet,2,-167,4.718,study4b
269,peppy,157,82,15.036,study4b
269,annoyed,-89,-104,8.327,study4b
269,angry,-216,-191,6.06,study4b
269,aroused,115,148,6.985,study4b
269,relaxed,179,125,7.341,study4b
269,surprised,82,93,5.722,study4b
269,calm,90,107,4.99,study4b
269,sleepy,147,-168,13.247,study4b
269,sluggish,-149,-203,5.145,study4b
269,sad,-223,-103,4.666,study4b
269,disgusted,-221,-215,4.869,study4b
269,disappointed,-193,-91,8.894,study4b
269,neutral,3,10,8.219,study4b
269,nervous,-21,31,4.481,study4b
269,afraid,-120,-229,6.045,study4b
269,enthusiastic,93,71,38.571,study4b
269,quiet,5,-19,8.725,study4b
269,still,26,13,3.955,study4b
269,satisfied,141,53,3.299,study4b
269,happy,172,144,3.545,study4b
270,disgusted,-185,136,17.162,study4b
270,aroused,-1,240,5.881,study4b
270,sad,-234,-151,17.143,study4b
270,happy,214,141,5.801,study4b
270,disappointed,-197,-153,6.301,study4b
270,still,2,1,5.209,study4b
270,satisfied,152,-234,9.26,study4b
270,calm,2,-212,7.93,study4b
270,sluggish,0,-192,31.208,study4b
270,enthusiastic,174,217,8.25,study4b
270,annoyed,-206,40,29.878,study4b
270,neutral,-1,2,7.749,study4b
270,nervous,-157,44,21.297,study4b
270,afraid,-189,144,8.758,study4b
270,surprised,-1,190,5.261,study4b
270,quiet,-1,-174,7.204,study4b
270,sleepy,3,-201,14.486,study4b
270,angry,-204,214,6.322,study4b
270,peppy,225,195,6.651,study4b
270,relaxed,-2,-207,4.253,study4b
271,disgusted,-155,-110,15.435,study4b
271,enthusiastic,151,152,5.501,study4b
271,relaxed,149,-172,3.566,study4b
271,happy,112,185,3.201,study4b
271,nervous,-64,29,5.618,study4b
271,satisfied,118,198,4.142,study4b
271,quiet,206,-6,2.381,study4b
271,neutral,11,-47,2.174,study4b
271,afraid,-95,-9,2.957,study4b
271,surprised,28,193,3.421,study4b
271,sleepy,11,-182,1.822,study4b
271,sluggish,-47,-220,3.001,study4b
271,still,-56,-220,5.777,study4b
271,sad,-191,-10,2.331,study4b
271,annoyed,-147,27,3.093,study4b
271,aroused,16,227,3.295,study4b
271,angry,-196,-6,2.275,study4b
271,peppy,212,18,1.792,study4b
271,disappointed,7,-161,1.568,study4b
271,calm,6,-195,1.737,study4b
272,angry,131,167,7.061,study4b
272,happy,230,-3,4.638,study4b
272,surprised,196,105,5.464,study4b
272,neutral,0,-1,15.091,study4b
272,relaxed,204,77,28.479,study4b
272,peppy,57,69,7.753,study4b
272,sluggish,-29,82,6.176,study4b
272,afraid,169,155,9.753,study4b
272,nervous,-95,145,5.064,study4b
272,annoyed,43,-34,31.428,study4b
272,enthusiastic,-97,-58,5.911,study4b
272,still,187,78,10.155,study4b
272,sleepy,56,0,5.465,study4b
272,disappointed,-166,-9,7.032,study4b
272,disgusted,-108,131,27.045,study4b
272,sad,84,-94,11.293,study4b
272,aroused,-178,134,18.93,study4b
272,quiet,130,-29,6.839,study4b
272,calm,104,87,13.518,study4b
272,satisfied,195,55,5.321,study4b
273,happy,119,150,6.522,study4b
273,disappointed,-105,-96,4.795,study4b
273,annoyed,-132,144,6.991,study4b
273,quiet,0,-55,12.489,study4b
273,satisfied,39,42,4.668,study4b
273,disgusted,-176,178,3.632,study4b
273,neutral,1,0,3.899,study4b
273,sluggish,-168,-181,3.056,study4b
273,nervous,-130,201,7.409,study4b
273,angry,-162,176,2.551,study4b
273,afraid,-114,174,3.082,study4b
273,relaxed,45,-204,6.285,study4b
273,enthusiastic,129,160,2.874,study4b
273,aroused,16,189,6.865,study4b
273,calm,216,-214,5.34,study4b
273,sad,-214,-35,5.276,study4b
273,peppy,178,144,3.136,study4b
273,sleepy,-18,-215,5.655,study4b
273,surprised,1,208,6.112,study4b
273,still,13,-190,5.369,study4b
274,enthusiastic,70,75,12.286,study4b
274,calm,50,-76,4.464,study4b
274,relaxed,70,-72,1.818,study4b
274,annoyed,-88,45,3.583,study4b
274,satisfied,46,-135,5.465,study4b
274,disappointed,-59,-58,2.526,study4b
274,aroused,29,122,5.92,study4b
274,still,16,-189,3.912,study4b
274,nervous,-9,38,6.052,study4b
274,sluggish,-17,-208,2.76,study4b
274,surprised,18,206,7.989,study4b
274,afraid,-61,187,9.436,study4b
274,quiet,9,-25,6.589,study4b
274,happy,40,-104,3.921,study4b
274,peppy,178,179,6.912,study4b
274,disgusted,-51,-89,5.441,study4b
274,sad,-206,-42,4.18,study4b
274,sleepy,-48,-206,3.222,study4b
274,neutral,-1,2,6.94,study4b
274,angry,-198,198,3.357,study4b
275,nervous,-161,154,8.639,study4b
275,aroused,186,193,5.035,study4b
275,enthusiastic,235,139,8.38,study4b
275,disappointed,-138,-35,16.744,study4b
275,peppy,175,60,6.928,study4b
275,angry,-222,144,8.239,study4b
275,sad,-212,-209,8.247,study4b
275,annoyed,-155,108,6.31,study4b
275,calm,69,1,10.153,study4b
275,disgusted,-107,1,5.575,study4b
275,happy,121,64,5.457,study4b
275,afraid,-183,127,4.605,study4b
275,sleepy,1,-199,6.089,study4b
275,relaxed,1,-170,10.067,study4b
275,sluggish,-77,-125,4.818,study4b
275,neutral,0,0,4.678,study4b
275,surprised,23,198,4.259,study4b
275,still,-1,-246,8.271,study4b
275,quiet,-1,0,5.815,study4b
275,satisfied,131,-2,4.909,study4b
276,annoyed,1,0,19.789,study4b
276,calm,98,79,9.098,study4b
276,disappointed,-128,-76,6.253,study4b
276,sleepy,27,7,7.164,study4b
276,satisfied,135,176,5.651,study4b
276,surprised,182,191,4.618,study4b
276,disgusted,-36,14,7.037,study4b
276,sluggish,-53,54,4.583,study4b
276,quiet,22,-18,5.591,study4b
276,angry,-69,50,6.397,study4b
276,happy,119,126,3.852,study4b
276,neutral,-1,0,7.839,study4b
276,afraid,25,201,7.21,study4b
276,enthusiastic,117,121,4.304,study4b
276,aroused,112,125,13.066,study4b
276,sad,94,-87,6.379,study4b
276,still,104,-82,3.957,study4b
